ev_18,ev_22,ev_25,ev_33
239.4871578850171,261.9820060137793,105.74802964314394,138.36045182667135
71.31690855907395,360.45771554608683,106.57134860968668,272.33973728027195
161.55652398737908,161.01305935268155,210.4520958106959,351.47575667359985
446.69314698274184,122.05500641340149,168.8985031014612,228.05028987410589
355.1924515809449,150.95854370413713,324.3701591011919,207.77126677658947
363.78632266703653,223.01794706687224,144.35570251933126,396.8939000150325
260.9250445345171,150.496021404815,279.1021782742105,201.29882480747702
260.2676958608327,237.22205023719098,84.46821015252789,190.33108637440898
216.77509962368498,290.81984093255573,248.87253827670673,258.9864197674689
179.24631177789908,192.32128978972221,212.8565476578837,423.488324353187
410.10973019603813,62.310646725287356,388.739332979741,340.47364282005395
329.92002244017465,131.27180702145387,255.16398484600705,148.2278228533098
223.287379210496,201.61074334660904,54.61282571994181,255.04123235911428
207.86285085771402,166.63068134422798,340.42045091209866,340.00878104915245
126.99847825672265,275.11102936119363,219.9051234361285,306.0147266772102
312.25991450220835,177.51629824661688,213.13494268759825,330.191299819691
195.48532521458134,106.15769198745839,243.60121348311532,231.28449402812242
369.7758839017119,107.99210527317524,103.43462468434419,156.61913988345373
93.63038330992137,219.32669281242949,98.37042893085234,250.54580387519576
312.7543700336278,99.82532707149255,129.5788926787079,181.56954230843562
173.71516293107265,357.288599157069,291.7957978997635,196.43506410740997
138.35245631856372,195.46949472085595,201.29219444093962,98.78679950394601
215.234633152484,364.8679976185707,228.53609823168637,148.9318589155634
148.0212558676173,237.94604467937913,426.95782695811357,106.37619417854944
249.9488733088375,143.4544600879127,235.94383229295607,247.2370783012029
337.1042177727798,270.09250218783063,126.87809152577204,175.84539531442934
82.42162825551108,342.65715871670614,253.6318068790914,262.1971111905181
273.6419665952568,221.6075777748337,337.7262634633047,411.98133786485073
105.30908157540628,280.1890815052223,180.65648814027819,156.3763669411041
196.82105077604763,139.69496669393905,206.9458485686701,201.16268402249253
84.73324192193722,154.7518904244431,205.01982322036312,399.007177938316
45.4180934482915,184.92233080596867,173.60259611449828,264.77228480618504
354.1976487115797,202.89218037506288,154.9968884251498,135.63156333086076
164.1644016833521,339.56928849118606,396.930223587487,114.81294093602432
238.2801031041177,206.14116389036747,191.26283572444103,284.0642881781641
124.06407981672034,221.25832754902308,257.36355157849323,175.26079665360885
175.84638114717333,190.8010346909247,152.61852117407165,96.65661377343548
254.386712097402,276.425276458399,248.08106008403925,150.25605173400626
276.33599728717354,303.5511949791142,158.26425082347092,286.8430093820904
161.17536383776724,195.02194840500158,181.53573306215998,225.46496624202
201.12935862378788,324.17022676881555,102.1311987173927,233.44653164236786
234.97672294825492,207.14896502473107,132.4430632147546,205.90311211904157
165.28224874018707,241.69513226785818,91.90156806521301,284.32131848156314
191.49992886329164,153.65404446398452,260.94614453155924,217.56962985998538
204.7951468024297,201.86445332167057,296.92427702775393,245.15315738575646
177.3372099166104,289.1246191748975,208.9719720971162,119.49050318908878
321.4955447136162,160.8194358581234,118.77761224659882,81.07667977245819
73.06487914006,207.1050836045773,229.9831553470463,203.13776714544645
189.01315977467547,153.51334973326158,179.7305975507581,253.98154724671315
138.84508676147675,490.0049755762176,233.78805740220432,88.95095160259962
264.5387869646328,372.2741136305238,230.98610959395293,397.1738708674305
137.60142851987217,133.87545097614606,256.58669255854676,377.1481498616173
96.76400480409343,380.6437755510671,424.9916337983828,112.79079419289528
268.4525962915308,176.53718594952363,275.1292552844137,90.1226474912813
187.04036246166908,160.56926096071288,252.0383550630486,213.3267976031858
346.45182216493924,136.43544014947855,244.55271872332258,204.8246360387656
234.9050628643579,233.3210601782336,224.32327200372896,191.06320959338188
169.4305572932906,233.6399162409323,108.56041231921802,204.62113633356392
31.03763784149871,101.46575839816339,253.02547003201522,271.9132679715841
155.22732441080473,228.8974988830691,190.21114217888012,263.75945510230605
200.7094787733109,75.82863823158188,370.89564916392646,354.28227054958154
211.44600927992957,305.9316191564218,308.39829638394264,171.82914204891475
53.18599866656327,164.90347425056183,276.7940548621311,226.35369801564116
148.91412611593705,223.56883651855577,156.86630189790657,125.31771641241066
246.43875779995756,166.2189983608804,93.32069849343051,233.95494255792724
181.1076351698272,347.5183345659912,272.63278261368873,289.0441646221467
416.01371151298525,265.04530213677674,282.91435424574684,156.26060129476468
172.52480749157075,95.73818357818516,286.3272798778374,273.25405150228494
387.8718584683699,288.9435466178034,263.9736767375534,359.46274933246286
269.94160748415374,169.44444203528167,223.09340017722315,30.78581260191638
115.82291934778524,198.29826401186955,185.55222780067717,109.83241655636866
282.2919253358779,193.15780494543716,141.87274662129082,359.95926460760654
279.64198438470646,370.09490659922864,226.2974763387417,198.51858524444202
194.0024559054006,101.0976072415595,298.23453999392655,217.20833391238847
251.72298788692814,147.31167107791268,246.88078529049073,391.55461452886686
149.76439768051802,273.5186207844551,174.2031984251246,244.5171398918711
392.0116358200466,209.00720769425772,250.02743719194447,472.2447771652849
243.26621269226848,352.8775848014369,348.1886585634104,174.87734580027603
241.22959495847155,157.05555850790387,241.16699812434368,160.57526956917567
295.65187404615824,102.85881627724054,231.55951032540315,253.3720951829526
397.9915232076878,96.00800588988521,195.89299318800718,67.33279932320123
194.08286066523783,165.8973186849309,108.54972057352518,186.97380972526054
127.57242108588666,200.3964943349504,329.3059642074978,125.5897780558361
263.9042023827451,85.36280267574296,281.23371146343356,204.54410077765226
210.10410901047936,254.3389856882662,209.8744919885024,274.0273446105865
310.0477980108367,205.93432673383802,223.24392303186346,198.89381754487601
165.7896779103154,101.13928830189165,243.42210343067137,350.31805913635054
269.31231998721125,225.43718069378363,138.7661015082239,238.2974828188461
249.0910148090199,171.73163477104129,155.9125655024493,60.44337082702815
182.76007413875556,345.2371628166246,330.07329912529815,379.40572253863854
131.1771949232678,211.3494343179978,28.204701921044478,210.56312540408376
112.02381735945079,236.43705667969027,141.05515614405567,338.20424082960017
72.46949439115548,274.7689808907671,122.24466700906112,237.15590697682424
158.97200876833102,66.66629331768382,305.6064210629936,171.5709418560383
300.86656639440304,122.40969699052137,242.82901149299414,152.92519607133914
196.1241885708041,265.8262827882249,208.30598055544272,531.3841165001522
282.32304180663255,127.89645050411738,280.54681177302746,145.07016139073258
267.923255614896,233.89548050180264,122.2698075042623,46.71795805575127
88.98434463746761,266.2023374211233,249.33455889532186,141.46717837489237
56.59654743358439,91.09707956772277,263.3297220812249,130.7434010821426
368.3949275906979,219.17942432182568,25.031361384225676,233.74488714544742
237.76560427900247,108.16691073361403,148.56662672728137,279.36821174341026
208.20693094695855,231.41687483066096,224.48586572732742,131.7278033194496
174.80241730787455,299.4641517221822,209.80332710472553,247.65184166104163
230.14060387252277,107.73702574143107,289.7445793528011,272.4640664793734
341.97866340770634,212.54646919843245,287.26571112896636,192.22952173077954
199.91498100807158,264.8025341110383,136.92731821581435,192.494593651699
167.44836043022983,124.61796351404173,179.01112543436173,141.19301595523055
73.81201386876126,350.0677744358615,134.262447957789,275.00915926093745
349.46600967352333,129.47968110350172,176.36933311815426,344.5460870147574
98.81854715765093,246.67153369307061,284.3881712448452,151.01169436699047
265.1468237247932,324.18246414489306,105.85160410749816,197.96946082135693
142.7427364613908,241.968966459836,300.99915123300684,158.3617769213364
218.2315829017022,263.74494351036714,96.79811743553088,230.82429849031027
344.20148069636673,222.7073527295845,134.14801499028667,272.6869077934442
96.50189568710246,221.23974818117432,301.281903971625,117.09968914808222
344.3091031769922,298.9477623049372,362.55274739895765,173.33235323151573
145.78675120539623,211.71304333843898,271.63567800717084,186.8886258795889
89.25350206576957,119.54055059061031,177.99981941104673,228.199001415978
286.1720156532193,219.83263738351087,227.66460093227073,237.92734719113486
210.23771861127668,328.3355187549256,301.9788694295586,210.38644472149235
193.9049138167989,109.45475720194699,110.38347384228754,167.66216579575814
292.7573156174831,199.524746559473,85.07309436822973,197.7515717478168
315.9366091443244,267.6746698863262,52.0944557491293,144.74550288443146
286.50467987622517,144.59809932793019,247.25647136226632,117.93103186210197
307.2022873232866,280.18074726666384,388.03748504628584,99.15453997361571
204.18660561403013,176.62052580260456,242.27766525520863,410.07783475086705
255.5263547874412,134.76874466559383,299.04504553322846,281.4318395825383
143.0671530211079,81.28747950675695,272.0620369780063,144.97757725092384
218.1729068842949,270.6444316199664,67.73398082303706,206.97012942372405
149.80660810706428,276.50939906516425,233.48379992050766,292.9052678481049
201.30651802126656,314.7755156659,298.01347322891576,296.23225149843483
267.08662995549446,94.22335677726407,145.65808226853363,157.76069392403156
179.95908281556265,114.70903368144423,338.22549954110457,138.4870036552301
197.10744204843814,60.17649145992229,262.06363362332314,229.495156286437
247.61354699251032,244.93834007322312,231.349022768233,151.43173500493083
133.69406836858323,444.29933618075427,403.51887529721284,202.17661242838042
183.01316294989388,180.74226715834467,192.39788288488532,280.40280748682756
197.0733766006123,347.24798631323745,186.0053354052527,353.48583134570544
161.61906414786745,265.4913305822563,131.0106754800799,230.04681814799693
221.65570175595207,225.08329934515012,393.75007535812927,241.62488517037946
271.9327212773051,157.73946351675602,208.72294035545136,149.54034783672324
174.7984422165464,218.36029118254413,271.82366940409497,116.80652616817213
238.61602895682188,30.285998765399064,420.94610201902634,159.88191402826956
222.9924209585849,138.1230638454067,234.33490324903767,221.5949210489518
164.12704878641046,381.13307314456864,262.6816307545145,350.69766072083485
343.08568890030307,409.1916020838661,360.6668263667596,186.41016217314555
353.95066218607974,246.51459480356473,322.189104579822,75.35512561174716
104.00567315997263,152.60313712432256,214.67288433921456,232.40953195268284
206.71295556401526,17.89891469608186,134.81520941186173,145.4667865348503
196.92297998564732,238.4803231150991,334.6162714263471,269.2562599286182
358.33683147963217,220.05785359082793,347.47247441691604,226.79102849142515
165.31184784284522,227.30940045028015,187.89852497560037,236.71423690160483
243.38890604494776,275.4058586957654,228.75184970259366,178.80456649177708
489.80255296600694,321.2360606977744,209.10542812197318,342.9066144578472
291.294679200207,230.05597440216226,207.5652405314126,155.8684022008637
278.84775445423855,116.61095530241477,122.70846741695681,141.45930777970378
277.4148777738668,144.20945510144293,167.33172111703527,133.37710894990505
385.1395456396204,193.72165810579403,208.46987006521027,330.91719452361167
82.36599192476977,251.6368941109594,195.19572685763612,170.79087841507737
161.66019147054257,365.60696094532864,549.8803651774035,173.65447239790842
49.981540180316955,252.6778134498661,238.56482351821654,379.48710522944623
289.87096117649367,173.84268061101545,102.27305211475158,330.87656280966377
139.93704927182,314.8911139890562,272.6355594864517,242.81120010242572
175.96775641346323,369.54674584063326,185.94299344138906,222.5533417335025
164.15857191360107,200.95528387811055,358.51431191317937,167.42491589820798
207.47355473143233,122.43713121751627,266.16030043500757,367.5968308037767
226.90544835912178,316.6648666120534,334.0241718994216,243.8421626718245
236.74334671184002,223.29395317269007,343.6820542260259,119.3457491384403
132.4751326232283,294.36389615007687,190.2224812234615,560.3950231738947
173.55351240350035,350.18456510166544,394.2144754134364,97.12560813183201
72.93688873256363,335.0856224729916,126.21240657832746,227.87203893586624
233.12451639557574,204.87202778311342,269.1722868426054,271.7447780309773
43.78602167053846,194.35620316242733,124.36232813741113,264.5364524498573
231.32594991023214,321.5583065224407,178.25590300677618,172.51561148441775
59.771314981959804,246.82155572013608,220.53427861098737,155.9004066163282
200.23968285790744,155.02320340560985,60.65726020344755,178.72966061611072
188.4326805474767,159.69570808493572,294.6981187415021,255.70583377496723
118.80317875276018,397.460587461942,177.72277108563227,93.8392789823964
104.86807054153884,103.35736538404049,91.11107260149797,104.66748851440532
312.2373162699319,214.7563913644338,217.43538529630723,281.8431573831269
165.6995558039131,203.65672465509857,306.1692071666631,275.90041970700304
255.38389173194395,80.78794741190092,178.1212019403826,74.12472930861313
182.53079682008007,113.35375018888006,125.00184911262713,141.60037085916412
292.1855696924149,253.12342281643265,128.63752908783246,125.45993786635808
366.82734627810754,169.58352683657216,114.52104815176463,136.59695572477227
76.33647021571738,364.75134007903324,140.50286033548895,67.21934583492246
99.73645546936667,126.84648436036001,290.1300701174661,300.4776090783256
261.31646850106057,179.49519173575604,338.8566062199467,54.41390590888237
248.14073540251854,229.97683410803174,95.25419339866093,142.69593756415082
144.7103936539367,177.79394943793451,235.504266044855,133.42029206366678
164.99892582389862,207.3017584213075,203.19441978132468,270.54500604094835
353.5823210100177,334.3757069989227,313.9292265909067,283.9505757978907
190.43515788949,215.91911569559235,182.58779170631718,231.02017888688516
170.18212900017645,270.962044464761,37.936254095848774,86.81944918883163
234.3811747173182,307.00892015578535,172.91489388662555,309.54432466193737
125.93817285000517,304.96091764444276,220.5762974051364,130.98424021046443
136.3549772197013,160.21350040582576,124.75894760213569,297.31371713739253
298.3475821681612,313.8129788985183,94.53982884785086,274.3486504734601
319.53346994844975,190.30622323142512,217.04237433269537,219.85177994636103
197.58823690345244,187.5970164399929,102.9227991627841,134.6080417036714
289.0423722237046,261.2402914845461,173.62340386453312,207.32694397082358
154.54459558805334,251.29522426722934,221.272793591735,144.18353396152366
409.7124247322424,408.1615719146047,247.42922882416727,116.27777603991751
262.6168263788411,189.88524197621086,73.73567303274721,265.406348566441
240.07151847798394,140.63552927770374,344.8857931902003,288.27661426497133
288.0582745912683,47.7600583721972,188.44730777098974,177.53713946811072
199.6360431508402,169.90368451735753,81.25483476803312,225.66108358875863
157.07136878172568,171.6549222078816,232.60385044864438,103.20562403239276
179.81856525908358,246.81129806061202,169.98850014193292,208.22351744613127
104.19019111956018,134.9675021366383,283.51986131251016,436.6756118196465
195.75836839182372,339.86745918707044,247.40274416368385,157.39977695388777
232.30731754453663,121.6015806853879,241.38612535963972,138.67220873595568
355.4889981386237,139.32514383128284,231.6363860465953,230.3333910066319
373.46272862580867,65.9892943728793,39.67480404399268,202.64313791488894
189.65374007488631,216.250801687311,206.84596488258506,116.36667308745874
183.78228611481475,404.82003379704844,89.70557785493055,205.9232115351702
284.54172942299294,53.29209304311513,181.43622737368048,244.953617917471
174.71890463905632,131.20350399511258,269.59772274362683,310.16442730248497
157.9466071756903,141.24189967652435,217.1564401261181,109.24815291296983
93.67794843672235,137.21654414816112,85.91828237940979,225.11621884005228
202.38831462887688,356.31316036092215,197.83950651568844,66.36779536890506
390.0838277539627,238.72310086101828,77.56047964436141,165.92941287469674
204.99863881103306,109.4745067623486,65.9800744964667,234.89236688873467
110.65316699130432,148.08447281907763,234.7378008588725,199.03550990433993
68.53096011182356,48.393387355456156,75.54603987846798,137.9543669579837
243.9392160618417,275.58471771055184,81.00808099336635,282.0832694872293
370.49749600533744,338.3956774678083,240.54055132518005,227.67871360519416
156.03784822896387,152.76187023350505,306.76515393562545,158.02586099340053
127.82136061981468,133.09919412376593,152.55308472856618,164.89163699212907
159.8107656965613,312.7299510222121,224.28728464030817,210.89792170074017
154.3943488142071,122.30044699635287,399.73678943212747,266.63683472499457
140.20153830275794,285.06498982961375,325.22564653368084,291.0990818374487
202.38243527897373,348.4188315772722,218.84235495043475,177.65711055846822
207.44867202776817,93.46740769024585,125.14231820179792,117.80329326457411
155.27632064983501,129.21623432692382,230.5819336545676,181.919338608377
201.24709437795678,353.8172640512356,267.5050733113851,281.1121160817808
142.3426987321365,148.31102647059296,311.9866650025376,90.11990910011922
283.36208706815324,298.01074672128004,191.3030343000872,94.45497673553712
339.78766505423005,153.41790515395815,214.36116073406512,226.07548989040913
212.26481072484796,485.09260998562615,160.05186625968878,218.0143781661601
313.0626126519399,119.01081467046725,120.84737008655341,292.604868674175
398.34171370191154,245.32802262962622,293.66498519459117,245.76002552622427
332.38254126774484,135.07515663647808,229.21922630606826,135.91092844760237
83.06969451890777,310.52315394379474,173.19082579782136,351.2269583084465
339.4587752587461,159.64356411670877,418.15159116852305,210.81099416328956
251.46899325984074,251.72960770587315,110.2694622173474,160.23986036350195
249.77786371078093,176.82975906286737,264.7765567479189,55.626249331955066
167.75897274558017,309.6157570378068,400.8505218905723,224.00756870276433
246.8092070610773,281.7556326609592,231.74701681028856,116.71946162155602
174.11710668504955,198.79704939012035,327.91064530695525,255.00094295514995
434.66233855105844,109.03113516290526,126.46365562072079,340.9600713621659
131.21142732086835,294.65785089174847,126.26353427788325,219.8403182754721
201.08455096088483,140.66183089854965,230.48931328636434,240.3477716967916
388.16695402493065,255.46390114544937,89.56481426970105,209.64545317081289
181.93571624816215,128.9803828033493,340.6437451361693,39.01985189676042
275.0336496601416,107.7308319180541,192.6012811762759,126.99592902830858
162.34751973631523,169.10758216759953,270.43377920329556,174.37579157613717
166.6487241240423,179.60792486270992,262.419302659197,145.1599170004029
375.1280230064225,271.3247259499891,129.88925147563097,92.22709485369806
243.04870802562726,221.0572754384801,265.8565911125153,230.71224605949465
154.56730434598305,205.7928966210361,113.22042303883879,196.14083707483303
150.99751799875617,267.34082457269113,148.52181717868234,203.59649625527862
235.2368751802779,240.69826846894625,113.92359332247094,226.4425763729081
57.0904200133133,368.28033678311033,179.05573634356497,246.14271618690472
352.4046151062267,181.9241269159562,170.79384588899586,56.56318367209245
101.13855032998758,182.73755515928468,220.9237853559191,243.80993052384116
138.02463814760134,210.39966476152688,155.93619112137472,224.44517793030715
344.3387363636063,216.9958189611289,169.5930728186365,315.355214119698
215.97121792525752,134.1375172388868,65.55397341556478,140.71023404042018
253.54811936573475,327.8579267449876,197.03673347243407,29.482630396166073
192.1951174531643,297.2561443817465,237.36477320068443,208.18096314565616
270.53044734240416,242.94458479612592,165.39354360344663,133.1896713769012
282.98317530585575,267.3908278810545,268.73969161063457,137.51131998809706
305.88508341588545,190.92345116099125,388.0237057533581,150.52996147462784
241.53100744278527,248.08448339426477,144.30813757462872,176.3130147463201
332.82808064973176,264.4870970477203,220.36900956317982,271.48071025954084
295.25410384375004,334.78181801973835,242.28017136989155,121.47800101880325
202.75291712552104,145.2852025329991,141.7687775030132,284.6984416102485
154.48847364951942,125.62528868492166,411.281162728525,259.07210877776623
344.99796660510935,155.36741949304428,136.44937065481162,122.84435733258134
245.2552654158078,288.85080681223405,97.33466020920798,197.2668911924806
140.7128028388921,311.9105690144479,164.65566819983326,138.7310930996981
165.44034556054118,27.62977340896614,125.38405977982738,303.1765895683468
83.0803698794523,325.9501629597712,165.1158776055941,138.90246958155828
48.60029532199874,148.6793683295379,57.713663336006746,128.72116723077139
144.971298880651,295.7234766016002,239.6101690690295,257.95984608089464
138.72595931772497,298.2986500079995,271.3493555242152,161.21043180094864
174.5679926064592,169.8912231451049,124.50128531756098,176.23577578098045
309.1815385279171,289.6013861278064,161.52541828400246,150.02499586355287
357.6252991120298,179.28120693752194,186.16911256517886,137.95992072803483
370.7557703879565,404.84474939293096,261.75976109285443,236.45711357827383
170.2005256850327,286.7737454965224,154.57514332719728,285.59230512711946
68.74480291507791,222.68309319549402,66.94818398599068,175.15445437255852
207.7152520342509,254.06685515067107,245.8181840162204,186.79144661999908
429.1213451924025,191.0867393405711,271.0445810118051,100.14009004611859
294.85066166833457,277.2056317751391,297.3195266027191,243.01137665069695
165.9373289021199,164.338514137688,270.66208895855516,154.3149011514275
59.04193128417472,190.08227092824663,156.96074046223808,195.9400396893136
262.54575475675256,201.66729894723701,266.83803281910934,36.22202693441122
252.33467246787066,256.5312638189037,195.51790098125767,164.33002630958794
91.18166964763057,227.79643755426514,141.53010785371004,323.61213023218835
240.11964383006475,135.64449824436142,176.48670982242953,116.62032608313415
144.0426099056874,159.52047072201958,198.19012117829118,134.3454832236989
117.3508898226045,266.455290107552,354.99769519530105,257.5825456292976
208.84619963542667,89.83254192929755,244.3694315339211,126.8530654595551
18.405000460350717,161.23615477209844,333.52916137559725,232.93662270047244
92.37686426451309,311.26174995330547,374.3135678342563,176.33692150409604
348.52739281709523,157.80914567323603,182.87571197789964,315.2147777763384
139.4615698096035,309.9677477433411,109.86981696645364,276.00258550495016
168.18455643072994,364.89254016758605,136.82478132255864,281.3879752012408
366.41213761576694,246.76644221058172,187.61456772776484,123.15343953870273
217.87389880805944,331.7777143994071,258.60995113000115,141.0119943556826
275.3435371082306,199.87487297989662,291.8709703060371,116.07461431294139
225.08499297814456,163.04069373885113,232.30301012264695,213.1250374985464
297.88155058227045,187.62423934924735,188.72128233691592,97.96360833461405
178.6886430470852,184.6065083366111,161.83295884379993,254.2179317168122
154.3839447483306,192.2669522864453,239.1724149564347,281.7679194848225
149.60800227635542,160.74172908771757,269.5248033412879,213.05441541819505
139.29789367691734,185.7332898206541,222.14973781244254,225.1077210401645
174.061707572129,185.85658589407083,292.7619359974389,187.35918699790827
168.52145699824595,108.9543386806468,225.69930984800345,217.18569357668454
45.35559280309374,388.9929520620175,320.3493737004976,419.3209282810524
255.81664089842243,151.79018685901076,202.1404287744545,383.7867954003847
203.48036470984317,497.51753212063363,253.57154161630075,348.4749233648304
390.1816009716094,287.58823170583497,217.6056996496563,259.9872542315129
247.6824679052752,238.47836520335824,320.9871316702375,131.90531338629665
186.8939806119328,209.4112521760534,244.92531881284464,135.04122012899816
230.57642923767983,288.3230901577002,136.1028858738571,253.99507691573044
163.89810904356736,104.64499259341545,232.4914476497097,245.91208368604472
185.02651700923658,179.65196540213412,309.69860035143506,223.41049766682968
38.76851373155752,233.51440471186186,369.6381156104975,174.8927732069248
280.26586011347104,246.39717339042306,48.71815296557461,150.4286792728375
147.00447334763655,110.502653153559,223.0955304555734,229.43143445804188
68.15034794807924,319.64260988171225,144.8653867189758,267.0655009642112
311.55446612206424,289.8049138555931,233.880852087065,77.28593912158098
197.03402207691593,164.72232037399408,221.2125085138601,78.81443391420859
154.666270011945,143.98320249145294,104.1427481459557,265.4988980932348
74.82847500549583,213.11455862336697,148.8576663181855,332.37783311746125
419.73012786969133,200.89510361703026,283.1774951178078,181.77827530795008
339.35653421239357,257.23527205530746,300.7202643436978,234.09499983812543
177.53692553008227,226.00060747574435,162.62152816753556,202.16927676840868
258.7967946997335,162.07897576678954,232.7235535488281,139.0197559889834
272.62718393235343,193.44686611686566,149.50312926420304,159.44340894474405
209.33625053042263,134.08975434031464,98.01608104599147,118.13993379348288
168.13884525795052,296.16891158258414,363.3036391619074,136.75964044196536
115.32113561223703,223.50876119573118,66.01355524072015,155.18380006747407
205.24670760089617,192.7683526079722,104.28284068490308,127.4294789216885
247.08024548024838,162.5621435401122,325.7413306824454,80.37175467148171
156.717747461292,137.2883294912478,355.91474679783636,423.73676754510745
243.8595188970122,156.30409381094552,282.8817009708444,108.6413703202901
191.26578885338017,184.07036204123676,139.9944706227886,158.09336994291255
243.07502772246485,308.5989797402165,214.0195144137947,328.87468405155516
153.6775489649403,374.5572884230517,58.84238316689891,88.08322029912019
238.3285415801996,184.6058752849941,180.69749270357386,232.1538110402693
261.1080787786291,152.9619160929812,262.26263457924455,357.0376776897748
146.09896607723493,235.98578186611533,78.01045243411909,162.68843692398772
204.7693307436134,188.29162024379508,257.0405771453299,145.66833515283201
145.63179564177364,148.43309413150712,311.67351886889327,235.93889762967007
227.99121598924262,190.8466084656772,315.4612756145427,122.28125156363056
210.42008665698148,190.56168900119977,129.58937180323247,129.0493683908614
256.4550970863794,151.22375111124114,196.21327938741945,245.26094002189427
382.4825093800925,109.4193928854898,456.62945594157816,265.9094502861601
114.02017194024478,198.0814977197132,152.81212008002373,177.97898481406
274.1939596125905,83.42617656293424,97.59984017591057,281.31094238534695
299.8225945007435,19.821091738701917,199.79332024132873,315.21438639622625
213.84178713502573,180.6450677230498,280.5545591870924,231.4982900359784
287.5606346934723,250.4910419886773,159.81098428506982,182.36889581651513
152.570764562676,143.06722452164786,139.0968840366498,262.28682339737134
154.92539958268412,240.4553807708877,152.1302389430302,264.2432440964632
139.34634601516743,290.8313664574257,163.40813331279523,145.4585482106329
160.96204024090727,178.0112061368854,277.9283144896757,177.3382455435233
235.23028696447838,365.29788111172684,184.46238046564883,132.12836162249326
278.06955699091566,191.61377519132992,159.05002444434717,332.08290333987804
182.08153145724407,242.2851924934477,273.9280798763484,154.05206487131503
206.82966588585674,227.32145854497134,304.6792234152176,227.41779921720615
238.65926654183963,179.1067700267346,317.454886699035,166.41015801883367
131.7552833931241,99.95873659756828,242.03872356487523,164.92429550931828
266.6789767180199,143.97827645181144,200.20372569589728,274.21074129858084
101.71687915725313,209.64985633137118,148.00055163355458,62.4561258620779
231.36903003104715,230.7802818520787,182.79678798606352,243.8142506968747
